Order_id,Product,Quantity,Price,Ordar_date,Purchase_address,Total
310065,Lightning Charging Cable,1,14.95,12/03/19 10:54,"861 6th St, San Francisco, CA 94016",14.95
310066,AA Batteries (4-pack),2,3.84,12/01/19 16:55,"842 1st St, Atlanta, GA 30301",7.68
310067,AA Batteries (4-pack),1,3.84,12/04/19 11:30,"432 Park St, Los Angeles, CA 90001",3.84
310068,Lightning Charging Cable,1,14.95,12/25/19 13:41,"609 7th St, Boston, MA 02215",14.95
310069,USB-C Charging Cable,1,11.95,12/05/19 12:27,"41 Spruce St, Austin, TX 73301",11.95
310070,LG Washing Machine,1,600.0,12/04/19 18:21,"696 Cherry St, Dallas, TX 75001",600.0
310071,Wired Headphones,1,11.99,12/01/19 18:18,"775 West St, San Francisco, CA 94016",11.99
310072,Flatscreen TV,1,300.0,12/23/19 20:53,"941 Madison St, Boston, MA 02215",300.0
310073,USB-C Charging Cable,1,11.95,12/12/19 20:45,"789 1st St, San Francisco, CA 94016",11.95
310074,Apple Airpods Headphones,1,150.0,01/01/20 01:46,"636 Lakeview St, San Francisco, CA 94016",150.0
310075,34in Ultrawide Monitor,1,379.99,12/16/19 14:26,"343 Washington St, Boston, MA 02215",379.99
310076,USB-C Charging Cable,1,11.95,12/25/19 12:18,"244 South St, Boston, MA 02215",11.95
310077,USB-C Charging Cable,1,11.95,12/04/19 22:17,"979 8th St, Atlanta, GA 30301",11.95
310078,Macbook Pro Laptop,1,1700.0,12/29/19 14:03,"454 Jackson St, San Francisco, CA 94016",1700.0
310079,Wired Headphones,1,11.99,12/20/19 13:41,"186 Ridge St, San Francisco, CA 94016",11.99
310080,20in Monitor,1,109.99,12/06/19 13:32,"496 North St, Portland, OR 97035",109.99
310081,AAA Batteries (4-pack),1,2.99,12/17/19 11:53,"258 10th St, Austin, TX 73301",2.99
310082,27in FHD Monitor,1,149.99,12/20/19 18:57,"13 Hickory St, Seattle, WA 98101",149.99
310083,Bose SoundSport Headphones,1,99.99,12/05/19 15:19,"9 Dogwood St, Dallas, TX 75001",99.99
310084,Wired Headphones,1,11.99,12/02/19 17:13,"851 Highland St, New York City, NY 10001",11.99
310085,Lightning Charging Cable,1,14.95,12/06/19 08:11,"90 Adams St, Los Angeles, CA 90001",14.95
310086,Bose SoundSport Headphones,1,99.99,12/31/19 08:25,"456 13th St, New York City, NY 10001",99.99
310087,Macbook Pro Laptop,1,1700.0,12/26/19 16:55,"50 River St, Los Angeles, CA 90001",1700.0
310088,AAA Batteries (4-pack),1,2.99,12/13/19 14:58,"296 Meadow St, Los Angeles, CA 90001",2.99
310089,iPhone,1,700.0,12/18/19 11:05,"908 Meadow St, San Francisco, CA 94016",700.0
310090,27in FHD Monitor,1,149.99,12/26/19 22:35,"527 9th St, Seattle, WA 98101",149.99
310091,USB-C Charging Cable,1,11.95,12/07/19 14:58,"993 Hill St, Los Angeles, CA 90001",11.95
310092,Lightning Charging Cable,1,14.95,12/20/19 19:25,"380 Jefferson St, San Francisco, CA 94016",14.95
310093,20in Monitor,1,109.99,12/27/19 10:47,"712 Cherry St, San Francisco, CA 94016",109.99
310094,AAA Batteries (4-pack),2,2.99,12/03/19 13:00,"536 Meadow St, Los Angeles, CA 90001",5.98
310095,Flatscreen TV,1,300.0,12/18/19 16:43,"941 Forest St, Seattle, WA 98101",300.0
310096,USB-C Charging Cable,1,11.95,12/09/19 14:40,"471 Sunset St, Atlanta, GA 30301",11.95
310097,Apple Airpods Headphones,1,150.0,12/04/19 22:40,"556 10th St, New York City, NY 10001",150.0
310098,Google Phone,1,600.0,12/08/19 19:48,"679 Meadow St, New York City, NY 10001",600.0
310099,Bose SoundSport Headphones,1,99.99,12/28/19 11:59,"688 Highland St, Seattle, WA 98101",99.99
310100,Lightning Charging Cable,1,14.95,12/19/19 16:00,"667 Johnson St, Los Angeles, CA 90001",14.95
310101,USB-C Charging Cable,1,11.95,12/29/19 02:20,"463 Pine St, San Francisco, CA 94016",11.95
310102,AAA Batteries (4-pack),2,2.99,12/04/19 01:02,"370 9th St, Dallas, TX 75001",5.98
310103,27in FHD Monitor,1,149.99,12/30/19 16:18,"301 Maple St, Atlanta, GA 30301",149.99
310104,AAA Batteries (4-pack),1,2.99,12/21/19 09:00,"57 Jackson St, Los Angeles, CA 90001",2.99
310105,AA Batteries (4-pack),1,3.84,12/29/19 10:34,"509 West St, Dallas, TX 75001",3.84
310106,Flatscreen TV,1,300.0,12/06/19 13:30,"235 Meadow St, New York City, NY 10001",300.0
310107,Wired Headphones,1,11.99,12/17/19 10:43,"876 6th St, San Francisco, CA 94016",11.99
310108,20in Monitor,1,109.99,12/25/19 17:10,"993 Main St, Atlanta, GA 30301",109.99
310109,Lightning Charging Cable,1,14.95,12/06/19 20:22,"258 7th St, San Francisco, CA 94016",14.95
310110,Apple Airpods Headphones,1,150.0,12/27/19 20:53,"169 Willow St, Portland, OR 97035",150.0
310111,Apple Airpods Headphones,1,150.0,12/15/19 18:36,"300 Wilson St, San Francisco, CA 94016",150.0
310112,USB-C Charging Cable,1,11.95,12/08/19 15:19,"251 North St, San Francisco, CA 94016",11.95
310113,AAA Batteries (4-pack),2,2.99,12/30/19 10:48,"665 Highland St, Los Angeles, CA 90001",5.98
310114,AAA Batteries (4-pack),1,2.99,12/04/19 14:53,"149 Lakeview St, Seattle, WA 98101",2.99
310115,Apple Airpods Headphones,1,150.0,12/10/19 12:33,"987 1st St, Los Angeles, CA 90001",150.0
310116,Wired Headphones,1,11.99,12/18/19 07:23,"281 Highland St, Boston, MA 02215",11.99
310117,Lightning Charging Cable,1,14.95,12/14/19 08:33,"15 Hill St, San Francisco, CA 94016",14.95
310118,Apple Airpods Headphones,1,150.0,12/19/19 11:28,"440 Jackson St, Atlanta, GA 30301",150.0
310119,USB-C Charging Cable,1,11.95,12/13/19 11:24,"77 Center St, San Francisco, CA 94016",11.95
310120,Apple Airpods Headphones,1,150.0,12/29/19 21:15,"811 Johnson St, Seattle, WA 98101",150.0
310121,USB-C Charging Cable,1,11.95,12/16/19 20:03,"266 Jefferson St, Dallas, TX 75001",11.95
310122,AA Batteries (4-pack),1,3.84,12/26/19 17:49,"871 South St, San Francisco, CA 94016",3.84
310123,Apple Airpods Headphones,1,150.0,12/02/19 18:48,"934 Spruce St, Boston, MA 02215",150.0
310124,AA Batteries (4-pack),1,3.84,12/08/19 16:23,"205 Ridge St, Los Angeles, CA 90001",3.84
310125,ThinkPad Laptop,1,999.99,12/21/19 12:49,"759 11th St, Portland, OR 97035",999.99
310126,AA Batteries (4-pack),1,3.84,12/16/19 20:08,"951 8th St, Seattle, WA 98101",3.84
