Order_id,Product,Quantity,Price,Ordar_date,Purchase_address,Total
314872,USB-C Charging Cable,1,11.95,12/30/19 08:02,"876 Adams St, San Francisco, CA 94016",11.95
314873,AAA Batteries (4-pack),3,2.99,12/07/19 18:12,"84 Washington St, San Francisco, CA 94016",8.97
314874,AA Batteries (4-pack),1,3.84,12/19/19 18:55,"270 North St, Dallas, TX 75001",3.84
314875,Lightning Charging Cable,1,14.95,12/13/19 14:41,"87 Washington St, Dallas, TX 75001",14.95
314876,Wired Headphones,2,11.99,12/13/19 10:10,"426 8th St, San Francisco, CA 94016",23.98
314877,20in Monitor,1,109.99,12/04/19 08:29,"983 Wilson St, San Francisco, CA 94016",109.99
314878,Wired Headphones,1,11.99,12/15/19 13:21,"103 Lincoln St, Dallas, TX 75001",11.99
314879,Apple Airpods Headphones,1,150.0,12/29/19 11:51,"359 Lake St, Atlanta, GA 30301",150.0
314880,34in Ultrawide Monitor,1,379.99,12/16/19 10:02,"504 Lakeview St, New York City, NY 10001",379.99
314881,34in Ultrawide Monitor,1,379.99,12/19/19 05:58,"398 8th St, Austin, TX 73301",379.99
314882,Bose SoundSport Headphones,1,99.99,12/30/19 00:17,"729 5th St, New York City, NY 10001",99.99
314883,Wired Headphones,1,11.99,12/18/19 22:11,"988 Lakeview St, San Francisco, CA 94016",11.99
314884,USB-C Charging Cable,1,11.95,12/18/19 07:19,"550 5th St, Dallas, TX 75001",11.95
314885,Google Phone,1,600.0,12/19/19 10:11,"783 13th St, San Francisco, CA 94016",600.0
314885,USB-C Charging Cable,1,11.95,12/19/19 10:11,"783 13th St, San Francisco, CA 94016",11.95
314886,AA Batteries (4-pack),2,3.84,12/22/19 23:34,"964 Maple St, Boston, MA 02215",7.68
314887,Google Phone,1,600.0,12/16/19 02:54,"341 Jefferson St, Seattle, WA 98101",600.0
314888,Apple Airpods Headphones,1,150.0,12/26/19 22:50,"570 Maple St, Atlanta, GA 30301",150.0
314889,AA Batteries (4-pack),1,3.84,12/16/19 15:29,"699 Dogwood St, Atlanta, GA 30301",3.84
314890,Lightning Charging Cable,1,14.95,12/17/19 11:34,"765 Meadow St, New York City, NY 10001",14.95
314891,USB-C Charging Cable,2,11.95,12/03/19 23:35,"419 1st St, Dallas, TX 75001",23.9
314892,27in 4K Gaming Monitor,1,389.99,12/29/19 08:58,"267 9th St, San Francisco, CA 94016",389.99
314893,USB-C Charging Cable,1,11.95,12/03/19 10:17,"654 Hill St, Atlanta, GA 30301",11.95
314894,USB-C Charging Cable,1,11.95,12/08/19 21:15,"880 River St, Los Angeles, CA 90001",11.95
314895,Lightning Charging Cable,1,14.95,12/21/19 18:41,"68 Church St, Dallas, TX 75001",14.95
314896,Lightning Charging Cable,1,14.95,12/03/19 12:14,"362 Elm St, Boston, MA 02215",14.95
314897,34in Ultrawide Monitor,1,379.99,12/01/19 09:31,"750 Main St, Atlanta, GA 30301",379.99
314898,ThinkPad Laptop,1,999.99,12/07/19 20:06,"948 Meadow St, New York City, NY 10001",999.99
314899,Wired Headphones,1,11.99,12/13/19 15:15,"697 Spruce St, New York City, NY 10001",11.99
314900,Apple Airpods Headphones,1,150.0,12/20/19 00:17,"859 Cherry St, San Francisco, CA 94016",150.0
314901,Lightning Charging Cable,1,14.95,12/10/19 08:01,"993 8th St, Portland, OR 97035",14.95
314902,27in 4K Gaming Monitor,1,389.99,12/19/19 19:50,"703 5th St, Boston, MA 02215",389.99
314903,AA Batteries (4-pack),1,3.84,12/26/19 21:56,"808 Meadow St, Los Angeles, CA 90001",3.84
314904,Macbook Pro Laptop,1,1700.0,12/01/19 15:00,"881 Lincoln St, New York City, NY 10001",1700.0
314905,Vareebadd Phone,1,400.0,12/23/19 10:43,"916 Sunset St, San Francisco, CA 94016",400.0
314906,AAA Batteries (4-pack),2,2.99,12/10/19 15:25,"852 Lakeview St, New York City, NY 10001",5.98
314907,Bose SoundSport Headphones,1,99.99,12/05/19 22:06,"249 5th St, San Francisco, CA 94016",99.99
314907,34in Ultrawide Monitor,1,379.99,12/05/19 22:06,"249 5th St, San Francisco, CA 94016",379.99
314908,USB-C Charging Cable,1,11.95,12/16/19 05:40,"272 Spruce St, Los Angeles, CA 90001",11.95
314909,USB-C Charging Cable,1,11.95,12/19/19 19:28,"226 Jefferson St, New York City, NY 10001",11.95
314910,Wired Headphones,1,11.99,12/23/19 12:11,"34 8th St, Dallas, TX 75001",11.99
314911,USB-C Charging Cable,2,11.95,12/12/19 17:27,"354 River St, Atlanta, GA 30301",23.9
314912,AAA Batteries (4-pack),1,2.99,12/02/19 09:53,"629 14th St, Dallas, TX 75001",2.99
314913,20in Monitor,1,109.99,12/15/19 20:30,"380 Center St, Boston, MA 02215",109.99
314914,USB-C Charging Cable,1,11.95,12/31/19 20:41,"700 14th St, San Francisco, CA 94016",11.95
